distance(Å-1)	fre/THz	gvx(m/s)	gvy(m/s)	gvz(m/s)	gv(m/s)	band
0.0481522	1.316114817	734.17036	584.38994	1193.23951	1518.0046929113144	9.0
0.0490277	1.3027936518	761.88087	557.93042	1211.94381	1536.410300743473	9.0
0.0499032	1.2893039518	788.7537	527.81481	1227.2556	1551.411351205858	9.0
0.0507787	1.2756805911	814.41482	495.39581999999996	1239.53033	1563.6892135264648	9.0
0.0516542	1.2619548992	838.4103400000001	462.03905000000003	1248.96173	1573.6319089763056	9.0
0.0525297	1.2481557498	860.3913	428.85717000000005	1255.66956	1581.422683942118	9.0
0.0534052	1.2343099623	880.2412	396.50639	1259.77312	1587.157900576627	9.0
0.0542807	1.220442317	898.097	365.14335	1261.4227700000001	1590.9416369347732	9.0
0.0551562	1.2065755127	914.28524	334.52582	1260.79355	1592.9298164232262	9.0
0.0560317	1.192730259	929.2272300000001	304.17579	1258.0616	1593.3314613068296	9.0
0.0569072	1.178925528	943.3558400000001	273.53168	1253.38148	1592.3896995499308	9.0
0.0577827	1.1651789152	957.05946	242.05644999999998	1246.87063	1590.3586082763507	9.0
0.0586582	1.151507065	970.6489799999999	209.30187999999998	1238.59872	1587.48023878479	9.0
0.0595336	1.137926168	984.33509	174.94446	1228.57492	1583.956270716779	9.0
0.0604091	1.1244526133	998.20063	138.81149	1216.72327	1579.901466309817	9.0
0.0612846	1.1111039971	1012.14815	100.91634	1202.83023	1575.2550737671886	9.0
0.0621601	1.0979009093	1025.78735	61.52618	1186.43219	1569.6007453214372	9.0
0.0630356	1.0848704446	1038.17993	21.30649	1166.56697	1561.7778424173862	9.0
0.0639111	1.0720537242	1047.2132	-18.34704	1141.19057	1548.9699858899548	9.0
0.0647866	1.0595235373	1047.89493	-54.46337	1105.6999899999998	1524.3433047963513	9.0
0.0656621	1.0474295662	1027.26459	-80.10531	1049.03166	1470.4274284167918	9.0
0.0665376	1.0361155851	950.54751	-77.98107	945.67125	1343.0992997995745	9.0
0.0674131	1.0262945635	761.01846	-19.276229999999998	770.55216	1083.1764864436682	9.0
0.0682886	1.0185725244	522.2669599999999	71.99515	603.23206	801.1460524417553	9.0
0.0691641	1.0124076881	369.46289	130.81315	524.28428	654.5906457895599	9.0
0.0700396	1.0069833039	286.58655999999996	159.46271000000002	498.11276	596.3862288215543	9.0
0.0709151	1.0018854964	234.93797	175.63534	494.72245	575.1468724931389	9.0
0.0717906	0.9969201332	196.70555000000002	189.30771	504.07927	573.2594464201873	9.0
0.0726661	0.9919671285	164.44361999999998	206.24011000000002	523.18699	585.9192040177354	9.0
0.0735416	0.9869311731	134.9143	230.20865	550.34365	611.6175471441569	9.0
0.0744171	0.9817354549	106.95402	262.81859000000003	582.30975	647.763397073971	9.0
0.0752926	0.9763385799	80.74559	302.10733	612.92298	688.0866722704759	9.0
0.076168	0.9707588625	57.28452000000001	342.02547	634.1508100000001	722.7794879380623	9.0
0.0770435	0.9650822468	37.64003	374.73461000000003	639.53625	742.1923031494705	9.0
0.077919	0.9594405892	22.33402	394.37217000000004	626.95156	741.0104422383688	9.0
0.0787945	0.9539751313	11.2327	398.89035	598.21537	719.0975690242941	9.0
0.07967	0.9488091876	3.81395	389.25518999999997	556.88364	679.4509089376422	9.0
0.0805455	0.9440382176	-0.53438	367.80164	506.45455000000004	625.91895894307	9.0
0.081421	0.9397315668	-2.32326	337.06671	449.60922999999997	561.932223874414	9.0
0.0822965	0.9359385641	-1.8229499999999998	299.26081999999997	388.05233	490.0458880066272	9.0
0.083172	0.9326954522	1.20874	256.07405	322.3405	411.6780029052319	9.0
0.0840475	0.9300346694	8.58828	208.27741999999998	250.50313000000003	325.89117873150803	9.0
0.084923	0.9280148066	27.178079999999998	152.43088	160.82539	223.24566575571606	9.0
0.0857985	0.9267598172	38.86331	87.83478	69.94024	118.81474072295113	9.0
0.086674	0.9261226977	21.05399	40.82745	29.73939	54.72277849300692	9.0
0.0875495	0.9259200609	0.0	0.0	0.0	0.0	9.0
0.0875495	0.9259200609	0.0	0.0	0.0	0.0	9.0
0.0882666	0.9261159245	37.46391	46.10578	6.64102	59.77784412754361	9.0
0.0889837	0.9267031523	74.86681	92.10199999999999	13.283410000000002	119.4331052296816	9.0
0.0897008	0.9276806569	112.14867	137.87807999999998	19.9295	178.84315501999313	9.0
0.0904178	0.929046633	149.2513	183.32139999999998	26.583489999999998	237.88519960314912	9.0
0.0911349	0.9307985683	186.11923	228.31638	33.25227	296.4362505029542	9.0
0.091852	0.9329332563	222.70029999999997	272.74352999999996	39.94615	354.3728991849876	9.0
0.0925691	0.9354468113	258.94615999999996	316.47869000000003	46.6794	411.57118629372206	9.0
0.0932862	0.9383346849	294.81246	359.39241000000004	53.47065	467.9064023373502	9.0
0.0940033	0.9415916806	330.25881	401.34952000000004	60.34294	523.2528921990686	9.0
0.0947204	0.9452119672	365.24851	442.20907	67.32364	577.4840328098559	9.0
0.0954375	0.9491890889	399.74787	481.82459	74.4439	630.4721955371347	9.0
0.0961546	0.9535159717	433.72545	520.04484	81.73793	682.0890636779137	9.0
0.0968717	0.9581849245	467.15087000000005	556.71514	89.24184	732.2061106365899	9.0
0.0975888	0.9631876367	499.99366	591.67928	96.99217	780.6955305769483	9.0
0.0983059	0.9685151708	532.22181	624.78203	105.0242	827.4314005621475	9.0
0.099023	0.9741579536	563.80045	655.8723299999999	113.37001	872.291361786434	9.0
0.09974	0.9801057652	594.69061	684.80697	122.05635	915.1585984724591	9.0
0.1004571	0.9863477307	624.8481499999999	711.45471	131.1026	955.9241113531799	9.0
0.1011742	0.992872316	654.22312	735.7006100000001	140.51881	994.4892227976744	9.0
0.1018913	0.9996673312	682.7595200000001	757.45034	150.30401	1030.7680995931269	9.0
0.1026084	1.0067199453	710.39561	776.63419	160.44508	1064.690195071052	9.0
0.1033255	1.0140167145	737.06486	793.21033	170.91604	1096.2023208307899	9.0
0.1040426	1.0215436277	762.69745	807.1672400000001	181.67822	1125.2703360473379	9.0
0.1047597	1.0292861683	787.22243	818.52476	192.68115	1151.880185867213	9.0
0.1054768	1.0372293956	810.57023	827.33373	203.86425	1176.0381928262484	9.0
0.1061939	1.0453580427	832.6755999999999	833.67397	215.15935000000002	1197.7706328773231	9.0
0.106911	1.0536566281	853.4806100000001	837.65059	226.49381000000002	1217.1224706419796	9.0
0.1076281	1.062109579	872.93752	839.38875	237.79415	1234.1553570051606	9.0
0.1083451	1.0707013581	891.0114	839.0270499999999	248.98997	1248.945039111915	9.0
0.1090622	1.0794165895	907.682	836.7098500000001	260.01783	1261.5780824542458	9.0
0.1097793	1.0882401745	922.9449000000001	832.57882	270.82495	1272.1481570521198	9.0
0.1104964	1.0971573908	936.81163	826.76424	281.37230999999997	1280.7519336236703	9.0
0.1112135	1.1061539645	949.30853	819.37613	291.63714999999996	1287.4844289561954	9.0
0.1119306	1.1152161077	960.4742699999999	810.4956400000001	301.61446	1292.4338622429134	9.0
0.1126477	1.12433051	970.3557500000001	800.1666	311.31747	1295.6756679203418	9.0
0.1133648	1.1334842714	979.00204	788.38723	320.77684999999997	1297.265279827976	9.0
0.1140819	1.1426647603	986.4556200000001	775.10152	330.03842	1297.228744367003	9.0
0.114799	1.1518593728	992.74003	760.18981	339.1589	1295.5501047205573	9.0
0.1155161	1.1610551562	997.84192	743.45802	348.19873	1292.15350496186	9.0
0.1162332	1.1702382431	1001.68452	724.62496	357.21031999999997	1286.8770038263697	9.0
0.1169502	1.1793930113	1004.0876300000001	703.3085	366.21842	1279.4337599260712	9.0
0.1176673	1.1885008472	1004.7068599999999	679.01372	375.1871	1269.3545078053285	9.0
0.1183844	1.1975383421	1002.94241	651.13342	383.96377	1255.9046082764874	9.0
0.1191015	1.2064747284	997.80992	618.9871499999999	392.18619	1237.974044938845	9.0
0.1198186	1.2152684591	1134.82268	1192.17681	273.43603	1668.4949277256792	9.0
0.1205357	1.2266305795	1164.19207	1188.24589	292.81081	1689.0854452648728	9.0
0.1212528	1.2382582678	1191.4100700000001	1174.06468	314.49216	1701.996223974182	9.0
0.1219699	1.2500415779	1217.74237	1156.86029	336.7	1713.0642428911126	9.0
0.122687	1.261965232	1242.7543	1137.07052	359.01334	1722.2828443433777	9.0
0.1234041	1.2740121782	1266.07528	1115.17616	381.03528	1729.6682823778963	9.0
0.1241212	1.2861642032	1287.42325	1091.65218	402.42516000000006	1735.2547698076905	9.0
0.1248383	1.295818039	834.84905	869.7635999999999	203.73071000000002	1222.6887823023349	9.0
0.1255553	1.3043219726	889.24828	849.47296	244.21710000000002	1253.7977529037648	9.0
0.1262724	1.3131323779	934.99809	824.1535000000001	281.18479	1277.6992236020349	9.0
0.1269895	1.3221798806	973.2222399999999	796.05967	314.52485	1296.0703715071372	9.0
0.1277066	1.3314097379	1005.40195	766.54712	344.66506	1310.4280109295973	9.0
0.1284237	1.3407800493	1032.81745	736.32581	372.13838	1321.8829590268888	9.0
0.1291408	1.3502583248	1056.40833	705.732	397.40132	1331.1589028568794	9.0
0.1298579	1.3598183524	1076.80337	674.9138399999999	420.78652999999997	1338.6842394292776	9.0
0.130575	1.3694378638	1094.39559	643.9390099999999	442.51075999999995	1344.6839512417057	9.0
0.1312921	1.3790969656	1109.41652	612.85226	462.69997	1349.2531896104672	9.0
0.1320092	1.3887771738	1121.99697	581.70481	481.41616999999997	1352.4123688445716	9.0
0.1327263	1.3984608922	1132.21318	550.5682400000001	498.68072	1354.1471605265538	9.0
0.1334434	1.4081312029	1140.12007	519.5404100000001	514.49266	1354.4366758300844	9.0
0.1341605	1.4177718688	1145.77383	488.74677	528.84205	1353.2719566097956	9.0
0.1348775	1.4273674674	1149.24564	458.33912000000004	541.71881	1350.6663389191276	9.0
0.1355946	1.4379717212	1149.8417200000001	1244.0837999999999	264.28139	1714.5626659808413	9.0
0.1363117	1.4495412749	1142.69426	1253.39519	256.61241	1715.4007121130885	9.0
0.1370288	1.4610803388	1135.14046	1262.1976300000001	248.87454999999997	1715.6996423454575	9.0
0.1377459	1.4725844777	1127.10621	1270.57459	240.9929	1715.4608055052272	9.0
0.138463	1.4840489288	1118.5159	1278.6130699999999	232.8904	1714.6915581934247	9.0
0.1391801	1.495468594	1109.2905	1286.40451	224.48633	1713.4048234715167	9.0
0.1398972	1.5068380191	1099.34524	1294.04581	215.69453	1711.6187207906833	9.0
0.1406143	1.5181513583	1088.5871200000001	1301.64042	206.42146000000002	1709.3564636892456	9.0
0.1413314	1.5294023219	1076.91191	1309.2995	196.56399	1706.6463736711298	9.0
0.1420485	1.5405841027	1064.2006800000001	1317.14304	186.00688	1703.522067523705	9.0
0.1427656	1.5516892786	1050.3156999999999	1325.30077	174.61992	1700.0227401684629	9.0
0.1434826	1.5627096827	1035.09562	1333.91249	162.25486	1696.1934185448322	9.0
0.1441997	1.5736362365	1018.34975	1343.12739	148.7422	1692.0849982060934	9.0
0.1449168	1.584458733	999.85166	1353.10114	133.88824	1687.753565507818	9.0
0.1456339	1.5951655598	979.33223	1363.98929	117.47318	1683.2582534984908	9.0
0.146351	1.6057433463	956.47301	1375.93372	99.25184	1678.6557563821368	9.0
0.1470681	1.6161765215	930.90173	1389.0375900000001	78.95978	1673.9886810273385	9.0
0.1477852	1.6264467695	902.1936999999999	1403.3210199999999	56.32983	1669.2622344141614	9.0
0.1485023	1.6365323881	869.8860699999999	1418.64664	31.12712	1664.4004811231066	9.0
0.1492194	1.6464075902	833.5169999999999	1434.60214	3.2146	1659.1697390667237	9.0
0.1499365	1.6560418686	792.70729	1450.33166	-27.33735	1653.055988865024	9.0
0.1506536	1.6653996887	747.30373	1464.33277	-60.09136	1645.0970481143158	9.0
0.1513707	1.6744409865	697.5871599999999	1474.30027	-94.06044999999999	1633.7186110750959	9.0
0.1520877	1.6831231401	644.4924000000001	1477.20723	-127.60195999999999	1616.723202721441	9.0
0.1528048	1.6914049589	589.68881	1469.88821	-158.57449	1591.6815358026179	9.0
0.1535219	1.6992523739	535.30891	1450.21784	-184.92071	1556.882488040301	9.0
0.154239	1.7066439207	483.25978000000003	1418.42506	-205.55371	1512.5217332311017	9.0
0.1549561	1.7135730081	434.4117	1377.61671	-221.03899	1461.3006397960464	9.0
0.1556732	1.7200449575	388.1209	1333.02669	-233.62126	1407.8980369306414	9.0
0.1563903	1.7260691832	342.15169	1290.6022500000001	-246.77223	1357.79913101095	9.0
0.1571074	1.7316472497	292.41783	1255.8191199999999	-264.93018	1316.3502002637124	9.0
0.1578245	1.7367514522	231.29279	1231.56202	-293.78528	1287.07076517072	9.0
0.1585416	1.7412559505	141.6351	1193.11988	-335.09781	1247.3516312050986	9.0
0.1592587	1.7435345551	-0.0	-0.0	0.0	0.0	9.0
0.1592587	1.7435345551	-0.0	-0.0	0.0	0.0	9.0
0.1598423	1.7389477095	-39.13645	1440.5602999999999	-115.11378	1445.6821303455959	9.0
0.160426	1.7336700022	12.50637	1391.98897	-103.44726	1395.883604565132	9.0
0.1610097	1.7284991486	-1.8594800000000002	1341.4952899999998	-128.15303	1347.6038994660987	9.0
0.1615933	1.7233662849	-35.46856	1300.92408	-151.33808	1310.177352548275	9.0
0.162177	1.718253709	-77.25892	1267.3814	-172.34529999999998	1281.377171724866	9.0
0.1627606	1.7131494411	-123.22839	1238.98457	-192.02687	1259.8183677030884	9.0
0.1633443	1.7080429864	-171.28922	1214.6605	-210.91257	1244.6783678253844	9.0
0.163928	1.702924861	-220.12436000000002	1193.75318	-229.26133000000002	1235.3388790363924	9.0
0.1645116	1.697786545	-268.83904	1175.82672	-247.18179999999998	1231.2358617037273	9.0
0.1650953	1.692620439	-316.81482	1160.5709	-264.70779000000005	1231.814376513412	9.0
0.165679	1.6874197763	-363.62819	1147.75344	-281.84019	1236.5263087754122	9.0
0.1662626	1.6821785061	-408.99525	1137.19395	-298.56961	1244.841759604295	9.0
0.1668463	1.6768911658	-452.73016	1128.7478999999998	-314.88800000000003	1256.2606704311154	9.0
0.1674299	1.6715527599	-494.71231	1122.29516	-330.79406	1270.3194109971892	9.0
0.1680136	1.6661586568	-534.85986	1117.73072	-346.29473	1286.5912607727096	9.0
0.1685973	1.6607045151	-573.10834	1114.95591	-361.40442	1304.6811891864695	9.0
0.1691809	1.6551862462	-609.3935	1113.86987	-376.14250999999996	1324.2166412506554	9.0
0.1697646	1.6496000208	-643.63824	1114.36091	-390.52976	1344.8360179486506	9.0
0.1703483	1.6439423234	-675.74358	1116.29825	-404.58394999999996	1366.1769070884934	9.0
0.1709319	1.6382100548	-705.5841499999999	1119.52453	-418.31519000000003	1387.865902811824	9.0
0.1715156	1.6324006787	-733.00814	1123.8502199999998	-431.72148999999996	1409.5118641672116	9.0
0.1720992	1.6265124039	-757.84209	1129.05058	-444.78508000000005	1430.703887240302	9.0
0.1726829	1.6205443837	-779.89945	1134.86611	-457.47017999999997	1451.0145434578067	9.0
0.1732666	1.6144969157	-798.992	1141.00657	-469.72261	1470.0080065062152	9.0
0.1738502	1.6083716182	-814.94164	1147.15816	-481.47137999999995	1487.2512936352011	9.0
0.1744339	1.6021715685	-827.59039	1152.99241	-492.63205	1502.3260923731448	9.0
0.1750176	1.5959013906	-836.8058299999999	1158.17487	-503.11122	1514.8379208058511	9.0
0.1756012	1.5895672965	-842.48022	1162.3712	-512.8112	1524.419579553519	9.0
0.1761849	1.5831770914	-844.52176	1165.24849	-521.63406	1530.7263436397968	9.0
0.1767685	1.576740172	-842.83739	1166.46967	-529.48401	1533.42090564124	9.0
0.1773522	1.5702675492	-837.3065	1165.6793499999999	-536.26766	1532.1467048297131	9.0
0.1779359	1.563771942	-827.74414	1162.47896	-541.89151	1526.4875048152544	9.0
0.1785195	1.5572679959	-813.85084	1156.38837	-546.25629	1515.9100192308665	9.0
0.1791032	1.5507726963	-795.1431600000001	1146.78911	-549.24718	1499.6834240756714	9.0
0.1796869	1.5443060735	-770.8551199999999	1132.84129	-550.71852	1476.7660250121103	9.0
0.1802705	1.5378923404	-739.7957	1113.36266	-550.46989	1445.6455963400495	9.0
0.1808542	1.5315616618	-700.14512	1086.6566799999998	-548.20934	1404.1222915799294	9.0
0.1814378	1.5253528149	-649.18479	1050.2877099999998	-543.49805	1349.049775100308	9.0
0.1820215	1.5193169416	-583.02375	1000.8606800000001	-535.67704	1276.1617001843015	9.0
0.1826052	1.5135220698	-496.61529	934.0583300000001	-523.80846	1180.4520375143347	9.0
0.1831888	1.5080561733	-384.90886	845.6487299999999	-506.7654	1058.3419937308888	9.0
0.1837725	1.5030221613	-246.56470000000002	734.6359699999999	-483.78069000000005	913.524994579134	9.0
0.1843562	1.498514227	-89.97722	608.25037	-455.65227000000004	765.2995517313584	9.0
0.1849398	1.4945758082	65.10413	483.0661	-425.61738	647.102433058578	9.0
0.1855235	1.4911710075	197.80503000000002	376.18049	-398.00142	582.2746098465547	9.0
0.1861072	1.4882035534	298.6228	294.80393	-375.55603	563.1405379589058	9.0
0.1866908	1.4855639413	369.87135	236.15187999999998	-358.61685	566.7261870447486	9.0
0.1872745	1.483162534	418.60691	193.53172999999998	-346.14813	576.6322948977432	9.0
0.1878581	1.4809382706	451.57119000000006	160.60014	-336.83923	585.8068038807919	9.0
0.1884418	1.4788546996	473.68544999999995	132.61058	-329.58857	592.1081801024909	9.0
0.1890255	1.4768932952	488.19048	106.30313	-323.59539	595.2682392331036	9.0
0.1896091	1.4750477305	497.14585	79.52573	-318.31648	595.6540265488397	9.0
0.1901928	1.4733196056	501.86450999999994	50.937670000000004	-313.40271	593.8719485359727	9.0
0.1907765	1.4717152319	503.21789	19.839029999999998	-308.64832	590.6654022085731	9.0
0.1913601	1.4702430343	501.83614	-13.914950000000001	-303.95646	586.8753418055095	9.0
0.1919438	1.468911312	498.23351	-49.970189999999995	-299.3155	583.3724529970593	9.0
0.1925274	1.46772631	492.87777000000006	-87.55004	-294.77979	580.937716331638	9.0
0.1931111	1.4666907188	486.21571	-125.57985000000001	-290.44989	580.1182241386997	9.0
0.1936948	1.465802776	478.66657999999995	-162.85706	-286.45036	581.1178241500338	9.0
0.1942784	1.4650560857	470.59855	-198.23274	-282.90704	583.7770188621437	9.0
0.1948621	1.4644401061	462.30455	-230.75876000000002	-279.92789999999997	587.6518794880606	9.0
0.1954458	1.4639411027	453.98882000000003	-259.76756	-277.59105	592.1501709477491	9.0
0.1960294	1.4635432838	445.76804	-284.87981	-275.94108	596.6650075734659	9.0
0.1966131	1.4632298637	437.68385	-305.95834	-274.99232	600.6649935074962	9.0
0.1971967	1.4629838915	429.72024	-323.03579	-274.73599	603.7312899691897	9.0
0.1977804	1.4627887863	421.82043	-336.23855	-275.14869000000004	605.5539936951977	9.0
0.1983641	1.4626285877	413.89958	-345.71956	-276.20027	605.9054923326269	9.0
0.1989477	1.4624879639	405.85201	-351.60239	-277.86073	604.6045649438029	9.0
0.1995314	1.4623520145	397.55266	-353.93316	-280.10639	601.4785024749375	9.0
0.2001151	1.4622058823	388.85277	-352.6319	-282.92663	596.3247534669676	9.0
0.2006987	1.4620341472	379.56962	-347.43214	-286.33337	588.870942658475	9.0
0.2012824	1.4618199147	369.46938	-337.79238	-290.37726	578.7316026179635	9.0
0.201866	1.4615434199	358.24201000000005	-322.75627	-295.17785000000003	565.3661739826459	9.0
0.2024497	1.4611798282	345.46986999999996	-300.73113	-300.98088	548.0676361129784	9.0
0.2030334	1.4606957357	330.60296	-269.1655	-308.26457999999997	526.0945113129275	9.0
0.203617	1.4600438308	312.99427	-224.21363	-317.91519	499.30675237107084	9.0
0.2042007	1.4591561026	292.15290999999996	-160.92179	-331.41591	470.19745928641544	9.0
0.2047844	1.4579404236	268.50412	-75.59279	-350.65558	448.07149891741045	9.0
0.205368	1.4562956693	244.55407	27.708840000000002	-376.39651000000003	449.72080862229467	9.0
0.2059517	1.4541612446	224.60578999999998	131.73953	-405.62373	482.01003620802123	9.0
0.2065353	1.4515693788	211.46751	215.67645	-432.14151000000004	527.2391521267011	9.0
0.207119	1.4486311365	204.41538000000003	271.46481	-451.53669	565.1231485835955	9.0
0.2077027	1.4454725864	201.20592	303.60054	-463.32063000000005	589.3412562471211	9.0
0.2082863	1.4421935864	200.14557000000002	319.71352	-469.02268	601.8781092678131	9.0
0.20887	1.4388623809	200.42757	325.70709	-470.36363000000006	606.2163505871067	9.0
0.2094537	1.4355238975	201.81766	325.24315	-468.64988	605.1001442189653	9.0
0.2100373	1.4322084042	204.38236	320.4097	-464.75013	600.35590133543	9.0
0.210621	1.4289375675	208.35378000000003	312.33802000000003	-459.19850999999994	593.1522637266327	9.0
0.2112047	1.4257283508	214.08247	301.58768	-452.27866	584.2451702671395	9.0
0.2117883	1.4225956336	222.03754999999998	288.36028	-444.06014000000005	574.1443482509434	9.0
0.212372	1.4195542447	232.83236	272.61377000000005	-434.38121	563.2195052178562	9.0
0.2129556	1.41662093	247.26015999999998	254.13035000000002	-422.76629	551.770928442875	9.0
0.2135393	1.413816694	266.30974	232.58845	-408.25376	540.0827688849254	9.0
0.214123	1.4111698669	291.07552	207.71856	-389.11395999999996	528.4710326769344	9.0
0.2147066	1.4087198016	322.34523	179.6937	-362.53313	517.3263413659117	9.0
0.2152903	1.4065193711	359.48066	149.9451	-324.7323	507.1103869882134	9.0
0.215874	1.4046302021	398.53575	122.19499	-272.7729	498.1640438485827	9.0
0.2164576	1.4031012786	431.57395999999994	102.11561	-208.84458	490.2037732934439	9.0
0.2170413	1.4019346409	450.70959999999997	93.86073999999999	-142.83295	482.0272125629528	9.0
0.2176249	1.4010702506	454.00212	96.76780000000001	-86.87663	472.25997175442603	9.0
0.2176249	1.4010702506	454.00212	96.76780000000001	-86.87663	472.25997175442603	9.0
0.2180383	1.4009563822	451.75287	105.63750999999999	-106.99227	476.11688156585024	9.0
0.2184517	1.4008421236	445.20660999999996	118.78308	-118.1354	475.68300202460296	9.0
0.218865	1.4006943148	436.15795	135.25618	-121.24486000000002	472.4704304533931	9.0
0.2192784	1.4004855788	425.84257	154.30888000000002	-117.70304	467.98197667891117	9.0
0.2196918	1.4001939437	415.02862	175.42825	-108.84913	463.54283450283623	9.0
0.2201051	1.3998017807	404.17008	198.28492	-95.80886	460.2713338033474	9.0
0.2205185	1.3992947437	393.53004999999996	222.67202	-79.47528	459.0915473791271	9.0
0.2209319	1.3986609232	383.26094	248.45798000000002	-60.54207	460.74467788054693	9.0
0.2213452	1.3978902274	373.45211	275.55471	-39.54654	465.79051674825644	9.0
0.2217586	1.3969739477	364.15666999999996	303.89737	-16.90752	474.60463127845287	9.0
0.222172	1.3959044585	355.40615	333.43187	7.0448200000000005	487.3807268228318	9.0
0.2225853	1.3946750124	347.21837	364.10708	32.04665	504.1443741110336	9.0
0.2229987	1.3932796021	339.60157999999996	395.86989	57.88388	524.7787595844204	9.0
0.2234121	1.3917128707	332.55656999999997	428.6619	84.37959000000001	549.0581134728299	9.0
0.2238254	1.389970057	326.07786	462.41713000000004	111.38459999999999	576.682670120038	9.0
0.2242388	1.388046968	320.15434	497.06013	138.76988	607.3093559724458	9.0
0.2246522	1.3859399728	314.76977	532.50448	166.4206	640.575401830482	9.0
0.2250655	1.3836460147	309.90321	568.6513	194.2312	676.1139398159412	9.0
0.2254789	1.3811626388	305.52942	605.38797	222.10120999999998	713.5627289802358	9.0
0.2258923	1.3784880325	301.61934	642.58685	249.93191000000002	752.5676352934706	9.0
0.2263056	1.3756210775	298.14065	680.10417	277.62343	792.7826298038929	9.0
0.226719	1.3725614122	295.05829	717.77908	305.07246000000004	833.8677401325837	9.0
0.2271324	1.3693095004	292.33511	755.43291	332.17048	875.4861083039586	9.0
0.2275457	1.3658667073	289.93245	792.86868	358.80246	917.3008092169091	9.0
0.2279591	1.3622353777	287.81082	829.8709799999999	384.84603000000004	958.9720425340843	9.0
0.2283725	1.3584189161	285.93045	866.2061299999999	410.17113	1000.1548069035393	9.0
0.2287858	1.3544218669	284.25191	901.6225499999999	434.64004	1040.4971577944614	9.0
0.2291992	1.3502499908	282.73654	935.8514299999999	458.10772999999995	1079.639079678931	9.0
0.2296126	1.3459103394	281.34679	968.60734	480.4224	1117.2116530751634	9.0
0.2300259	1.3414113257	280.04636	999.5886199999999	501.42609	1152.8362835699795	9.0
0.2304393	1.3367627929	278.80009	1028.47733	520.9551399999999	1186.1236724727978	9.0
0.2308527	1.3319760847	277.57352000000003	1054.93805	538.8401799999999	1216.6717256209356	9.0
0.231266	1.3270641225	276.33201	1078.61524	554.90543	1244.06199682909	9.0
0.2316794	1.3220414983	275.03923000000003	1099.12817	568.9667499999999	1267.853491035973	9.0
0.2320927	1.3169245971	273.65491	1116.06255	580.8279299999999	1287.5727977662837	9.0
0.2325061	1.3117317664	272.13131000000004	1128.95748	590.27443	1302.6988693639416	9.0
0.2329195	1.3064835594	270.40814	1137.28582	597.0635500000001	1312.6402710910306	9.0
0.2333328	1.301203088	268.40487	1140.4257400000001	600.90943	1316.702010994587	9.0
0.2337462	1.2959165355	266.00947	1137.61984	601.46097	1314.0377608442793	9.0
0.2341596	1.2906538976	263.06181999999995	1127.91781	598.2699700000001	1303.582396421764	9.0
0.2345729	1.2854500443	259.32954	1110.09728	590.74648	1283.9584047049188	9.0
0.2349863	1.2803462147	254.4743	1082.55875	578.09938	1253.3513113722092	9.0
0.2353997	1.2753920694	248.00775000000002	1043.19658	559.26467	1209.3568206670718	9.0
0.235813	1.2706483617	239.24238	989.2695	532.83876	1148.8290578570218	9.0
0.2362264	1.2661900575	227.25765	917.35019	497.06755999999996	1067.8265635302917	9.0
0.2366398	1.2621090879	210.93251999999998	823.5523000000001	450.00659	961.8923275877964	9.0
0.2370531	1.2585146002	189.13692	704.40265	390.04233	827.0966612349115	9.0
0.2374665	1.2555267312	161.17885	558.74632	316.93232	662.2855632289196	9.0
0.2378799	1.2532594517	127.45168	390.41347	233.12779	472.24482502463417	9.0
0.2382932	1.2517929301	89.86861999999999	209.79397999999998	144.362	270.0560496433005	9.0
0.2387066	1.251147016	51.492490000000004	31.7305	58.30362	84.00960219971584	9.0
0.23912	1.2512737192	15.37192	-129.99318	-18.32282	132.1750676328603	9.0
0.2395333	1.2520748358	-16.53019	-267.34464	-81.93034999999999	280.10531228323424	9.0
0.2399467	1.2534316966	-43.585679999999996	-378.71732	-132.16162	403.47641042577595	9.0
0.2403601	1.2552298175	-66.09660000000001	-466.67626999999993	-170.61988	501.2650446259815	9.0
0.2407734	1.2573715238	-84.77512	-535.39281	-199.56897	577.6331498083982	9.0
0.2411868	1.2597789323	-100.39808	-589.0492	-221.17453	637.1631715730651	9.0
0.2416002	1.2623920268	-113.65078	-631.18238	-237.21949	683.7987884260493	9.0
0.2420135	1.2651651873	-125.08457	-664.5585	-249.07191000000003	720.6392758692681	9.0
0.2424269	1.2680637824	-135.12456	-691.26293	-257.7477	750.0246409036629	9.0
0.2428403	1.2710613657	-144.09270999999998	-712.8443500000001	-263.99168	773.6933394512901	9.0
0.2432536	1.2741375379	-152.23191	-730.44945	-268.34909	792.9326500601287	9.0
0.243667	1.2772763712	-159.72609	-744.93055	-271.22095	808.6994199756132	9.0
0.2440804	1.2804652644	-166.71575	-756.9260400000001	-272.90469	821.7104971656017	9.0
0.2444937	1.2836941134	-173.30947	-766.91876	-273.62323000000004	832.5083956497085	9.0
0.2449071	1.2869547083	-179.59232999999998	-775.27783	-273.5455	841.5083239366013	9.0
0.2453205	1.2902402914	-185.63202	-782.2884799999999	-272.80106	849.0317609648738	9.0
0.2457338	1.2935452319	-191.48333	-788.17344	-271.49049	855.3305345594547	9.0
0.2461472	1.2968647814	-197.19146	-793.10836	-269.69282	860.604182977502	9.0
0.2465606	1.30019489	-202.79448000000002	-797.23283	-267.47092000000004	865.0124157455347	9.0
0.2469739	1.3035320658	-208.32522999999998	-800.6584999999999	-264.87554	868.6843424208212	9.0
